Index,Title,Description,Area of News,positive,neutral,negative,intensity
28,"भास्कर एक्सक्लूसिवहरियाणा, जम्मू-कश्मीर में BJP का डाउनफाल RSS के लिए चैलेंज: केरल में बनेगा प्लान- लोकसभा चुनाव में जो हुआ, फिर न हो",,,0.049185629934072495,0.8041993975639343,0.1466149240732193,-0.1
29,पेपर लीक-5इलाज बिना मां की मौत हुई तो डॉक्‍टरी की ठानी: सरकारी कॉलेज लायक नंबर भी लाया; NEET पेपर लीक से रिक्‍शा चलाने को मजबूर,,,0.048945244401693344,0.8171089291572571,0.13394582271575928,-0.09
30,"लॉर्ड्स टेस्ट में इंग्लैंड 256 रन से आगे: एटकिंसन और रूट ने लगाई सेंचुरी, फर्नांडो को 5 विकेट; श्रीलंका 196 रन बनाकर ऑलआउट",,,0.056555356830358505,0.8667634129524231,0.07668126374483109,-0.02
31,26 साल के ऑस्ट्रेलियाई बैटर विल पुकोवस्की का संन्यास: सिर में ज्यादा चोट लगने के कारण फैसला लिया; विंडीज के गैब्रिएल भी रिटायर,,,0.05413426086306572,0.8167087435722351,0.12915699183940887,-0.08
32,"विमेंस वर्ल्ड कप के बाद टी-20 कप्तानी छोड़ेंगी सोफी डिवाइन: वर्कलोड मैनेज करने के लिए लिया फैसला, वनडे में कप्तानी जारी रखेंगी",,,0.045305296778678894,0.82789546251297,0.12679916620254517,-0.08
33,PM मोदी भारत मंडपम पहुंचे: जिला अदालतों की नेशनल कॉन्फ्रेंस का उद्घाटन करेंगे; राष्ट्रपति 1 अगस्त को समापन कार्यक्रम पर भाषण देंगी,,,0.051227420568466187,0.7756018042564392,0.173170804977417,-0.12
34,महाराष्ट्र में कांग्रेस ने 2 विधायकों को पार्टी से निकाला: विधान परिषद चुनाव में क्रास वोटिंग की थी; इनमें से एक MLA भाजपा में शामिल,,,0.055355336517095566,0.8201711773872375,0.12447356432676315,-0.07
35,केरल में RSS की 3 दिन की बैठक शुरू: लोकसभा चुनाव के नतीजे और बांग्लादेश में हिंदुओं की स्थिति पर चर्चा हो सकती है,,,0.035273853689432144,0.8065826296806335,0.15814347565174103,-0.12
36,"जर्मनी ने 28 अफगानियों को उनके देश वापस भेजा: मदद के लिए 1000 यूरो भी दिए, इन पर कई अपराधों में शामिल होने का आरोप",,,0.061623308807611465,0.8353865742683411,0.1029900535941124,-0.04
37,"पाकिस्तान की तरफ बढ़ रहा चक्रवात आसना: 65 किमी/घंटा की रफ्तार से चल रही हवाएं, कराची से 170 किमी दूर",,,0.04478876665234566,0.7827115654945374,0.1724996119737625,-0.13
38,"ऑयल टैंकर पर हूती विद्रोहियों के हमले का वीडियो वायरल: ग्रीस के टैंकर पर एक साथ 6 विस्फोट किए, समुद्र में तेल फैलने का खतरा",,,0.060256585478782654,0.79606693983078,0.14367645978927612,-0.08
39,"इस हफ्ते सोने-चांदी में रही तेजी: सोना 543 रुपए बढ़कर 71,958 रुपए पर पहुंचा, चांदी 85,019 रुपए प्रति किलो बिक रही",,,0.044160328805446625,0.8283964395523071,0.12744325399398804,-0.08
40,"सरकार ने आज से क्रूड ऑयल पर विंडफॉल टैक्स घटाया: ₹2,100 से घटाकर ₹1,850 प्रति मीट्रिक टन किया, डीजल, पेट्रोल और ATF पर छूट बरकरार",,,0.06164127588272095,0.830621063709259,0.10773760825395584,-0.05
41,"पेट्रोल-डीजल के दाम में आज कोई बदलाव नहीं: अब एक UPI अकाउंट से 5 लोग कर सकेंगे पेमेंट, अप्रैल-जून तिमाही में GDP ग्रोथ घटकर 6.7%",,,0.05094216763973236,0.8232531547546387,0.125804603099823,-0.07
