Index,Title,Description,Area of News,positive,neutral,negative,intensity
11,मॉर्निंग न्यूज ब्रीफ: महाराष्ट्र में मोदी बोले- मैं माफी मांगता हूं; ममता की मोदी को फिर चिट्ठी; एक UPI अकाउंट से 5 लोग पेमेंट कर सकेंगे,nan,,0.0458986237645149,0.7960953712463379,0.1580060571432113,-0.11
12,कोलकाता रेप-मर्डर; विरोध करने वाला छात्र रिहा: हाईकोर्ट बोला- गिरफ्तारी सही नहीं; बंगाल में केंद्र के खिलाफ TMC का प्रदर्शन आज,nan,,0.0466806292533874,0.7621999382972717,0.1911193877458572,-0.14
13,"BCCI इम्पैक्ट प्लेयर, 2 बाउंसर नियमों का रिव्यू करेगा: दोनों नियम सिर्फ IPL में लागू, नवंबर से डोमेस्टिक क्रिकेट में भी लाने की तैयारी",nan,,0.0627060383558273,0.8469733595848083,0.0903205797076225,-0.03
14,"एक UPI अकाउंट से 5 लोग कर सकेंगे पेमेंट: सरकार ने लॉन्च किया UPI सर्किल, इसमें एक महीने में ₹15,000 तक ट्रांजैक्शन की लिमिट",nan,,0.0548100061714649,0.8566653728485107,0.0885245278477668,-0.03
15,"पतंजलि के मंजन में नॉनवेज मटेरियल होने का दावा: दिल्ली हाईकोर्ट में याचिका लगाई, कोर्ट ने रामदेव से जवाब मांगा",nan,,0.0642903372645378,0.796249508857727,0.1394601613283157,-0.08
16,"पुतिन जाएंगे मंगोलिया, सवाल- क्या उनकी गिरफ्तारी होगी: इंटरनेशनल कोर्ट ने कार्रवाई का आदेश दिया, रूस ने कहा- हमें फिक्र नहीं",nan,,0.0529918484389781,0.8101646900177002,0.1368434578180313,-0.08
17,"सेहतनामा- भोजन, भजन और चिकित्सा तीनों से शहद का रिश्ता: घाव, मुंहासे से दिल-दिमाग तक, सबके लिए लाभकारी, 10 बड़े फायदे",nan,,0.0511480011045932,0.8094792366027832,0.139372780919075,-0.09
18,"राजकुमार राव ने मां की पायल को संभालकर रखा: बोले- वह हमेशा मेरी आंखों के सामने रहती है, स्त्री का जन्मदिन से खास कनेक्शन है",nan,,0.0534745268523693,0.7936739921569824,0.1528515219688415,-0.1
19,'बिग बॉस' कंट्रोवर्सी पर बोले अनूप जलोटा...किया कन्यादान: लखनऊ की बेटी को बताया 'आवाज का पटाखा'; भोजपुरी पर कहा- अश्लीलता से बचें,nan,,0.0574442557990551,0.8460638523101807,0.0964918881654739,-0.04
20,"जब फेलियर से डील नहीं कर पाए राजेश खन्ना: कहा था- डिंपल को लगा कि पागल हो गया हूं, शराब की लत लग गई थी",nan,,0.0539130643010139,0.7969598174095154,0.1491271257400512,-0.1
21,"रिलेशनशिप- क्या आप भी हर छोटी-छोटी बात भूलने लगे हैं कैसे बढ़ाएं मेमोरी, हेल्दी लाइफस्टाइल जरूरी, साइकोलॉजिस्ट के 10 जरूरी सुझाव",nan,,0.0570366568863391,0.8371579647064209,0.1058053821325302,-0.05
22,"जरूरत की खबर-5 लोग कर सकेंगे एक UPI का इस्तेमाल: आया नया फीचर UPI सर्किल, बिना बैंक अकाउंट के चलेगा UPI",nan,,0.0607605837285518,0.8284582495689392,0.1107811480760574,-0.05
23,"सेहतनामा- क्या धरती से पूरी तरह खत्म हो जाएंगे पुरुष: मेल जेंडर के लिए जरूरी Y क्रोमोजोम विलुप्ति की ओर, क्या कहती है स्टडी",nan,,0.0549236796796321,0.7937224507331848,0.1513539552688598,-0.1
24,"करक्शन के साथ आवेदन फार्म भी कर सकेंगे विड्रो: आज से करें अप्लाई, 6 सितम्बर लास्ट डेट; प्रोग्रामर एग्जाम 27 अक्टूबर को",nan,,0.0546420104801654,0.8281137943267822,0.1172442883253097,-0.06
25,"सरकारी नौकरी: झारखंड फील्ड वर्कर भर्ती परीक्षा के लिए आवेदन की आखिरी तारीख आज, 10वीं पास तुरंत करें अप्लाई",nan,,0.0580744557082653,0.8194100260734558,0.1225155070424079,-0.06
26,"देश के टॉप 10 डेंटल कॉलेज: लगातार तीसरी बार पहले नंबर पर चेन्नई का सविता इंस्टीट्यूट, जामिया मिलिया इस्लामिया 8वें रैंक पर",nan,,0.0542903244495391,0.8317945599555969,0.1139151826500892,-0.06
27,वॉरेन बफेट क्यों रखते हैं 16 लाख करोड़ कैश: सबसे बड़े इन्वेस्टर ने 50 की उम्र के बाद बनाई 99% संपत्ति; नाश्ते में लेते हैं बर्गर और कोक,nan,,0.050790462642908,0.8434363007545471,0.1057733297348022,-0.05
28,"भास्कर एक्सक्लूसिवहरियाणा, जम्मू-कश्मीर में BJP का डाउनफाल RSS के लिए चैलेंज: केरल में बनेगा प्लान- लोकसभा चुनाव में जो हुआ, फिर न हो",nan,,0.0491856299340724,0.8041993975639343,0.1466149240732193,-0.1
29,पेपर लीक-5इलाज बिना मां की मौत हुई तो डॉक्‍टरी की ठानी: सरकारी कॉलेज लायक नंबर भी लाया; NEET पेपर लीक से रिक्‍शा चलाने को मजबूर,nan,,0.0489452444016933,0.8171089291572571,0.1339458227157592,-0.09
30,"लॉर्ड्स टेस्ट में इंग्लैंड 256 रन से आगे: एटकिंसन और रूट ने लगाई सेंचुरी, फर्नांडो को 5 विकेट; श्रीलंका 196 रन बनाकर ऑलआउट",nan,,0.0565553568303585,0.8667634129524231,0.076681263744831,-0.02
31,26 साल के ऑस्ट्रेलियाई बैटर विल पुकोवस्की का संन्यास: सिर में ज्यादा चोट लगने के कारण फैसला लिया; विंडीज के गैब्रिएल भी रिटायर,nan,,0.0541342608630657,0.8167087435722351,0.1291569918394088,-0.08
32,"विमेंस वर्ल्ड कप के बाद टी-20 कप्तानी छोड़ेंगी सोफी डिवाइन: वर्कलोड मैनेज करने के लिए लिया फैसला, वनडे में कप्तानी जारी रखेंगी",nan,,0.0453052967786788,0.82789546251297,0.1267991662025451,-0.08
33,PM मोदी भारत मंडपम पहुंचे: जिला अदालतों की नेशनल कॉन्फ्रेंस का उद्घाटन करेंगे; राष्ट्रपति 1 अगस्त को समापन कार्यक्रम पर भाषण देंगी,nan,,0.0512274205684661,0.7756018042564392,0.173170804977417,-0.12
34,महाराष्ट्र में कांग्रेस ने 2 विधायकों को पार्टी से निकाला: विधान परिषद चुनाव में क्रास वोटिंग की थी; इनमें से एक MLA भाजपा में शामिल,nan,,0.0553553365170955,0.8201711773872375,0.1244735643267631,-0.07
35,केरल में RSS की 3 दिन की बैठक शुरू: लोकसभा चुनाव के नतीजे और बांग्लादेश में हिंदुओं की स्थिति पर चर्चा हो सकती है,nan,,0.0352738536894321,0.8065826296806335,0.158143475651741,-0.12
36,"जर्मनी ने 28 अफगानियों को उनके देश वापस भेजा: मदद के लिए 1000 यूरो भी दिए, इन पर कई अपराधों में शामिल होने का आरोप",nan,,0.0616233088076114,0.8353865742683411,0.1029900535941124,-0.04
37,"पाकिस्तान की तरफ बढ़ रहा चक्रवात आसना: 65 किमी/घंटा की रफ्तार से चल रही हवाएं, कराची से 170 किमी दूर",nan,,0.0447887666523456,0.7827115654945374,0.1724996119737625,-0.13
38,"ऑयल टैंकर पर हूती विद्रोहियों के हमले का वीडियो वायरल: ग्रीस के टैंकर पर एक साथ 6 विस्फोट किए, समुद्र में तेल फैलने का खतरा",nan,,0.0602565854787826,0.79606693983078,0.1436764597892761,-0.08
39,"इस हफ्ते सोने-चांदी में रही तेजी: सोना 543 रुपए बढ़कर 71,958 रुपए पर पहुंचा, चांदी 85,019 रुपए प्रति किलो बिक रही",nan,,0.0441603288054466,0.8283964395523071,0.127443253993988,-0.08
40,"सरकार ने आज से क्रूड ऑयल पर विंडफॉल टैक्स घटाया: ₹2,100 से घटाकर ₹1,850 प्रति मीट्रिक टन किया, डीजल, पेट्रोल और ATF पर छूट बरकरार",nan,,0.0616412758827209,0.830621063709259,0.1077376082539558,-0.05
41,"पेट्रोल-डीजल के दाम में आज कोई बदलाव नहीं: अब एक UPI अकाउंट से 5 लोग कर सकेंगे पेमेंट, अप्रैल-जून तिमाही में GDP ग्रोथ घटकर 6.7%",nan,,0.0509421676397323,0.8232531547546387,0.125804603099823,-0.07
